"FIPS","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Geographic Identifier","Tribal Tract","Tribal Block Group","Area (Land)","Area (Water)","Population Under 18 Years of Age for Whom Poverty Status Is Determined:","Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty","Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level","% Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty","% Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level"
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003,PCT_SE_A13003A_002,PCT_SE_A13003A_003
"34013011100","Census Tract 111","Census Tract 111, Essex County, New Jersey","nj","140","00","ACSSF","0002046",,,,,"34","013",,,,"011100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013011100",,,"248423","0",1122,277,845,24.69,75.31
"34013011200","Census Tract 112","Census Tract 112, Essex County, New Jersey","nj","140","00","ACSSF","0002047",,,,,"34","013",,,,"011200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013011200",,,"460955","0",798,170,628,21.3,78.7
"34013011300","Census Tract 113","Census Tract 113, Essex County, New Jersey","nj","140","00","ACSSF","0002048",,,,,"34","013",,,,"011300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013011300",,,"519590","0",790,221,569,27.97,72.03
"34013011400","Census Tract 114","Census Tract 114, Essex County, New Jersey","nj","140","00","ACSSF","0002049",,,,,"34","013",,,,"011400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013011400",,,"592524","0",794,144,650,18.14,81.86
"34013011500","Census Tract 115","Census Tract 115, Essex County, New Jersey","nj","140","00","ACSSF","0002050",,,,,"34","013",,,,"011500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013011500",,,"337248","0",558,198,360,35.48,64.52
"34013011600","Census Tract 116","Census Tract 116, Essex County, New Jersey","nj","140","00","ACSSF","0002051",,,,,"34","013",,,,"011600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013011600",,,"303264","0",977,621,356,63.56,36.44
"34013011700","Census Tract 117","Census Tract 117, Essex County, New Jersey","nj","140","00","ACSSF","0002052",,,,,"34","013",,,,"011700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013011700",,,"573069","0",522,209,313,40.04,59.96
"34013011800","Census Tract 118","Census Tract 118, Essex County, New Jersey","nj","140","00","ACSSF","0002053",,,,,"34","013",,,,"011800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013011800",,,"306936","0",373,17,356,4.56,95.44
"34013011900","Census Tract 119","Census Tract 119, Essex County, New Jersey","nj","140","00","ACSSF","0002054",,,,,"34","013",,,,"011900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013011900",,,"345482","0",332,79,253,23.8,76.2
"34013012000","Census Tract 120","Census Tract 120, Essex County, New Jersey","nj","140","00","ACSSF","0002055",,,,,"34","013",,,,"012000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013012000",,,"945101","0",1634,426,1208,26.07,73.93
"34013012100","Census Tract 121","Census Tract 121, Essex County, New Jersey","nj","140","00","ACSSF","0002056",,,,,"34","013",,,,"012100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013012100",,,"354751","0",992,219,773,22.08,77.92
"34013012200","Census Tract 122","Census Tract 122, Essex County, New Jersey","nj","140","00","ACSSF","0002057",,,,,"34","013",,,,"012200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013012200",,,"601505","0",1267,411,856,32.44,67.56
"34013012300","Census Tract 123","Census Tract 123, Essex County, New Jersey","nj","140","00","ACSSF","0002058",,,,,"34","013",,,,"012300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013012300",,,"617151","0",1159,339,820,29.25,70.75
"34013012400","Census Tract 124","Census Tract 124, Essex County, New Jersey","nj","140","00","ACSSF","0002059",,,,,"34","013",,,,"012400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013012400",,,"594247","0",904,190,714,21.02,78.98
"34013012500","Census Tract 125","Census Tract 125, Essex County, New Jersey","nj","140","00","ACSSF","0002060",,,,,"34","013",,,,"012500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013012500",,,"420799","0",726,261,465,35.95,64.05
"34013012600","Census Tract 126","Census Tract 126, Essex County, New Jersey","nj","140","00","ACSSF","0002061",,,,,"34","013",,,,"012600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013012600",,,"389420","0",592,249,343,42.06,57.94
"34013012700","Census Tract 127","Census Tract 127, Essex County, New Jersey","nj","140","00","ACSSF","0002062",,,,,"34","013",,,,"012700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013012700",,,"617383","0",1083,185,898,17.08,82.92
"34013012800","Census Tract 128","Census Tract 128, Essex County, New Jersey","nj","140","00","ACSSF","0002063",,,,,"34","013",,,,"012800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013012800",,,"592354","0",697,144,553,20.66,79.34
"34013012900","Census Tract 129","Census Tract 129, Essex County, New Jersey","nj","140","00","ACSSF","0002064",,,,,"34","013",,,,"012900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013012900",,,"487759","5417",987,373,614,37.79,62.21
"34013013000","Census Tract 130","Census Tract 130, Essex County, New Jersey","nj","140","00","ACSSF","0002065",,,,,"34","013",,,,"013000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013013000",,,"109870","0",352,77,275,21.88,78.12
"34013013100","Census Tract 131","Census Tract 131, Essex County, New Jersey","nj","140","00","ACSSF","0002066",,,,,"34","013",,,,"013100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013013100",,,"718840","0",574,243,331,42.33,57.67
"34013013200","Census Tract 132","Census Tract 132, Essex County, New Jersey","nj","140","00","ACSSF","0002067",,,,,"34","013",,,,"013200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013013200",,,"327929","0",562,231,331,41.1,58.9
"34013013300","Census Tract 133","Census Tract 133, Essex County, New Jersey","nj","140","00","ACSSF","0002068",,,,,"34","013",,,,"013300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013013300",,,"425179","0",1139,655,484,57.51,42.49
"34013013400","Census Tract 134","Census Tract 134, Essex County, New Jersey","nj","140","00","ACSSF","0002069",,,,,"34","013",,,,"013400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013013400",,,"1537645","5828",744,16,728,2.15,97.85
"34013013500","Census Tract 135","Census Tract 135, Essex County, New Jersey","nj","140","00","ACSSF","0002070",,,,,"34","013",,,,"013500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013013500",,,"1528812","12834",978,48,930,4.91,95.09
"34013013600","Census Tract 136","Census Tract 136, Essex County, New Jersey","nj","140","00","ACSSF","0002071",,,,,"34","013",,,,"013600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013013600",,,"1701804","94871",1425,98,1327,6.88,93.12
"34013013700","Census Tract 137","Census Tract 137, Essex County, New Jersey","nj","140","00","ACSSF","0002072",,,,,"34","013",,,,"013700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013013700",,,"1176520","8937",741,41,700,5.53,94.47
"34013013800","Census Tract 138","Census Tract 138, Essex County, New Jersey","nj","140","00","ACSSF","0002073",,,,,"34","013",,,,"013800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013013800",,,"1300786","0",948,34,914,3.59,96.41
"34013013900","Census Tract 139","Census Tract 139, Essex County, New Jersey","nj","140","00","ACSSF","0002074",,,,,"34","013",,,,"013900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013013900",,,"1489435","0",1007,26,981,2.58,97.42
"34013014000","Census Tract 140","Census Tract 140, Essex County, New Jersey","nj","140","00","ACSSF","0002075",,,,,"34","013",,,,"014000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013014000",,,"1218007","0",719,0,719,0,100
"34013014100","Census Tract 141","Census Tract 141, Essex County, New Jersey","nj","140","00","ACSSF","0002076",,,,,"34","013",,,,"014100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013014100",,,"1075587","0",840,185,655,22.02,77.98
"34013014200","Census Tract 142","Census Tract 142, Essex County, New Jersey","nj","140","00","ACSSF","0002077",,,,,"34","013",,,,"014200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013014200",,,"905967","0",746,12,734,1.61,98.39
"34013014300","Census Tract 143","Census Tract 143, Essex County, New Jersey","nj","140","00","ACSSF","0002078",,,,,"34","013",,,,"014300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013014300",,,"840834","0",1395,438,957,31.4,68.6
"34013014400","Census Tract 144","Census Tract 144, Essex County, New Jersey","nj","140","00","ACSSF","0002079",,,,,"34","013",,,,"014400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013014400",,,"1568381","138359",743,132,611,17.77,82.23
"34013014500","Census Tract 145","Census Tract 145, Essex County, New Jersey","nj","140","00","ACSSF","0002080",,,,,"34","013",,,,"014500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013014500",,,"922282","10326",1124,71,1053,6.32,93.68
"34013014600","Census Tract 146","Census Tract 146, Essex County, New Jersey","nj","140","00","ACSSF","0002081",,,,,"34","013",,,,"014600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013014600",,,"735330","8784",959,110,849,11.47,88.53
"34013014700","Census Tract 147","Census Tract 147, Essex County, New Jersey","nj","140","00","ACSSF","0002082",,,,,"34","013",,,,"014700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013014700",,,"1269779","20449",967,360,607,37.23,62.77
"34013014800","Census Tract 148","Census Tract 148, Essex County, New Jersey","nj","140","00","ACSSF","0002083",,,,,"34","013",,,,"014800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013014800",,,"1688214","3155",663,34,629,5.13,94.87
"34013014900","Census Tract 149","Census Tract 149, Essex County, New Jersey","nj","140","00","ACSSF","0002084",,,,,"34","013",,,,"014900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013014900",,,"2140191","7757",1192,59,1133,4.95,95.05
"34013015000","Census Tract 150","Census Tract 150, Essex County, New Jersey","nj","140","00","ACSSF","0002085",,,,,"34","013",,,,"015000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013015000",,,"1394625","10396",575,90,485,15.65,84.35
"34013015100","Census Tract 151","Census Tract 151, Essex County, New Jersey","nj","140","00","ACSSF","0002086",,,,,"34","013",,,,"015100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013015100",,,"1099015","9919",906,38,868,4.19,95.81
"34013015200","Census Tract 152","Census Tract 152, Essex County, New Jersey","nj","140","00","ACSSF","0002087",,,,,"34","013",,,,"015200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013015200",,,"927382","0",793,17,776,2.14,97.86
"34013015300","Census Tract 153","Census Tract 153, Essex County, New Jersey","nj","140","00","ACSSF","0002088",,,,,"34","013",,,,"015300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013015300",,,"1180260","0",575,140,435,24.35,75.65
"34013015400","Census Tract 154","Census Tract 154, Essex County, New Jersey","nj","140","00","ACSSF","0002089",,,,,"34","013",,,,"015400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013015400",,,"1272881","2136",879,144,735,16.38,83.62
"34013015500","Census Tract 155","Census Tract 155, Essex County, New Jersey","nj","140","00","ACSSF","0002090",,,,,"34","013",,,,"015500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013015500",,,"868792","15735",814,0,814,0,100
"34013015600","Census Tract 156","Census Tract 156, Essex County, New Jersey","nj","140","00","ACSSF","0002091",,,,,"34","013",,,,"015600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013015600",,,"976011","13695",822,59,763,7.18,92.82
"34013015700","Census Tract 157","Census Tract 157, Essex County, New Jersey","nj","140","00","ACSSF","0002092",,,,,"34","013",,,,"015700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013015700",,,"593557","0",720,148,572,20.56,79.44
"34013015800","Census Tract 158","Census Tract 158, Essex County, New Jersey","nj","140","00","ACSSF","0002093",,,,,"34","013",,,,"015800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013015800",,,"779230","436",947,191,756,20.17,79.83
"34013015900","Census Tract 159","Census Tract 159, Essex County, New Jersey","nj","140","00","ACSSF","0002094",,,,,"34","013",,,,"015900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013015900",,,"900737","0",1123,194,929,17.28,82.72
"34013016000","Census Tract 160","Census Tract 160, Essex County, New Jersey","nj","140","00","ACSSF","0002095",,,,,"34","013",,,,"016000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013016000",,,"3301609","12037",2460,125,2335,5.08,94.92
"34013016100","Census Tract 161","Census Tract 161, Essex County, New Jersey","nj","140","00","ACSSF","0002096",,,,,"34","013",,,,"016100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013016100",,,"2050755","0",1086,0,1086,0,100
"34013016200","Census Tract 162","Census Tract 162, Essex County, New Jersey","nj","140","00","ACSSF","0002097",,,,,"34","013",,,,"016200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013016200",,,"1948548","1990",919,26,893,2.83,97.17
"34013016300","Census Tract 163","Census Tract 163, Essex County, New Jersey","nj","140","00","ACSSF","0002098",,,,,"34","013",,,,"016300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013016300",,,"1527370","0",1148,79,1069,6.88,93.12
"34013016400","Census Tract 164","Census Tract 164, Essex County, New Jersey","nj","140","00","ACSSF","0002099",,,,,"34","013",,,,"016400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013016400",,,"2232919","12537",972,0,972,0,100
"34013016500","Census Tract 165","Census Tract 165, Essex County, New Jersey","nj","140","00","ACSSF","0002100",,,,,"34","013",,,,"016500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013016500",,,"1695102","0",1116,35,1081,3.14,96.86
"34013016600","Census Tract 166","Census Tract 166, Essex County, New Jersey","nj","140","00","ACSSF","0002101",,,,,"34","013",,,,"016600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013016600",,,"668296","0",710,64,646,9.01,90.99
"34013016700","Census Tract 167","Census Tract 167, Essex County, New Jersey","nj","140","00","ACSSF","0002102",,,,,"34","013",,,,"016700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013016700",,,"510283","0",441,102,339,23.13,76.87
"34013016800","Census Tract 168","Census Tract 168, Essex County, New Jersey","nj","140","00","ACSSF","0002103",,,,,"34","013",,,,"016800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013016800",,,"749914","0",694,68,626,9.8,90.2
"34013016900","Census Tract 169","Census Tract 169, Essex County, New Jersey","nj","140","00","ACSSF","0002104",,,,,"34","013",,,,"016900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013016900",,,"2237830","0",703,12,691,1.71,98.29
"34013017000","Census Tract 170","Census Tract 170, Essex County, New Jersey","nj","140","00","ACSSF","0002105",,,,,"34","013",,,,"017000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013017000",,,"1070050","0",461,0,461,0,100
"34013017100","Census Tract 171","Census Tract 171, Essex County, New Jersey","nj","140","00","ACSSF","0002106",,,,,"34","013",,,,"017100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013017100",,,"437405","2798",650,262,388,40.31,59.69
"34013017200","Census Tract 172","Census Tract 172, Essex County, New Jersey","nj","140","00","ACSSF","0002107",,,,,"34","013",,,,"017200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013017200",,,"1027631","0",741,131,610,17.68,82.32
"34013017301","Census Tract 173.01","Census Tract 173.01, Essex County, New Jersey","nj","140","00","ACSSF","0002108",,,,,"34","013",,,,"017301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013017301",,,"4392524","10142",1161,10,1151,0.86,99.14
"34013017302","Census Tract 173.02","Census Tract 173.02, Essex County, New Jersey","nj","140","00","ACSSF","0002109",,,,,"34","013",,,,"017302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013017302",,,"6324414","1453",944,15,929,1.59,98.41
"34013017400","Census Tract 174","Census Tract 174, Essex County, New Jersey","nj","140","00","ACSSF","0002110",,,,,"34","013",,,,"017400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013017400",,,"7146202","27066",816,0,816,0,100
"34013017500","Census Tract 175","Census Tract 175, Essex County, New Jersey","nj","140","00","ACSSF","0002111",,,,,"34","013",,,,"017500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013017500",,,"4647860","23765",1076,18,1058,1.67,98.33
"34013017600","Census Tract 176","Census Tract 176, Essex County, New Jersey","nj","140","00","ACSSF","0002112",,,,,"34","013",,,,"017600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013017600",,,"812900","0",1187,101,1086,8.51,91.49
"34013017700","Census Tract 177","Census Tract 177, Essex County, New Jersey","nj","140","00","ACSSF","0002113",,,,,"34","013",,,,"017700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013017700",,,"1003750","0",1576,520,1056,32.99,67.01
"34013017800","Census Tract 178","Census Tract 178, Essex County, New Jersey","nj","140","00","ACSSF","0002114",,,,,"34","013",,,,"017800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013017800",,,"621593","0",761,118,643,15.51,84.49
"34013017900","Census Tract 179","Census Tract 179, Essex County, New Jersey","nj","140","00","ACSSF","0002115",,,,,"34","013",,,,"017900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013017900",,,"1167239","0",831,68,763,8.18,91.82
"34013018000","Census Tract 180","Census Tract 180, Essex County, New Jersey","nj","140","00","ACSSF","0002116",,,,,"34","013",,,,"018000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013018000",,,"4971553","254763",1363,51,1312,3.74,96.26
"34013018100","Census Tract 181","Census Tract 181, Essex County, New Jersey","nj","140","00","ACSSF","0002117",,,,,"34","013",,,,"018100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013018100",,,"557574","0",574,319,255,55.57,44.43
"34013018200","Census Tract 182","Census Tract 182, Essex County, New Jersey","nj","140","00","ACSSF","0002118",,,,,"34","013",,,,"018200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013018200",,,"489203","0",988,371,617,37.55,62.45
"34013018300","Census Tract 183","Census Tract 183, Essex County, New Jersey","nj","140","00","ACSSF","0002119",,,,,"34","013",,,,"018300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013018300",,,"576535","0",1426,525,901,36.82,63.18
"34013018400","Census Tract 184","Census Tract 184, Essex County, New Jersey","nj","140","00","ACSSF","0002120",,,,,"34","013",,,,"018400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013018400",,,"456623","0",528,208,320,39.39,60.61
"34013018600","Census Tract 186","Census Tract 186, Essex County, New Jersey","nj","140","00","ACSSF","0002121",,,,,"34","013",,,,"018600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013018600",,,"1001358","0",1174,618,556,52.64,47.36
"34013018700","Census Tract 187","Census Tract 187, Essex County, New Jersey","nj","140","00","ACSSF","0002122",,,,,"34","013",,,,"018700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013018700",,,"856790","5154",572,251,321,43.88,56.12
"34013018800","Census Tract 188","Census Tract 188, Essex County, New Jersey","nj","140","00","ACSSF","0002123",,,,,"34","013",,,,"018800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013018800",,,"1247167","0",782,173,609,22.12,77.88
"34013018900","Census Tract 189","Census Tract 189, Essex County, New Jersey","nj","140","00","ACSSF","0002124",,,,,"34","013",,,,"018900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013018900",,,"545568","0",1067,243,824,22.77,77.23
"34013019000","Census Tract 190","Census Tract 190, Essex County, New Jersey","nj","140","00","ACSSF","0002125",,,,,"34","013",,,,"019000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013019000",,,"3010166","0",1222,80,1142,6.55,93.45
"34013019100","Census Tract 191","Census Tract 191, Essex County, New Jersey","nj","140","00","ACSSF","0002126",,,,,"34","013",,,,"019100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013019100",,,"2209041","0",924,0,924,0,100
"34013019200","Census Tract 192","Census Tract 192, Essex County, New Jersey","nj","140","00","ACSSF","0002127",,,,,"34","013",,,,"019200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013019200",,,"1029127","0",506,10,496,1.98,98.02
"34013019300","Census Tract 193","Census Tract 193, Essex County, New Jersey","nj","140","00","ACSSF","0002128",,,,,"34","013",,,,"019300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013019300",,,"1122228","4806",491,0,491,0,100
"34013019400","Census Tract 194","Census Tract 194, Essex County, New Jersey","nj","140","00","ACSSF","0002129",,,,,"34","013",,,,"019400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013019400",,,"3113784","8951",1007,23,984,2.28,97.72
"34013019500","Census Tract 195","Census Tract 195, Essex County, New Jersey","nj","140","00","ACSSF","0002130",,,,,"34","013",,,,"019500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013019500",,,"1516850","0",1190,0,1190,0,100
"34013019600","Census Tract 196","Census Tract 196, Essex County, New Jersey","nj","140","00","ACSSF","0002131",,,,,"34","013",,,,"019600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013019600",,,"1605530","0",1595,54,1541,3.39,96.61
"34013019700","Census Tract 197","Census Tract 197, Essex County, New Jersey","nj","140","00","ACSSF","0002132",,,,,"34","013",,,,"019700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013019700",,,"1228935","0",1568,346,1222,22.07,77.93
"34013019800","Census Tract 198","Census Tract 198, Essex County, New Jersey","nj","140","00","ACSSF","0002133",,,,,"34","013",,,,"019800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013019800",,,"851422","0",952,17,935,1.79,98.21
"34013019900","Census Tract 199","Census Tract 199, Essex County, New Jersey","nj","140","00","ACSSF","0002134",,,,,"34","013",,,,"019900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013019900",,,"1717114","0",826,37,789,4.48,95.52
"34013020000","Census Tract 200","Census Tract 200, Essex County, New Jersey","nj","140","00","ACSSF","0002135",,,,,"34","013",,,,"020000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013020000",,,"9131396","1327637",1991,8,1983,0.4,99.6
"34013020100","Census Tract 201","Census Tract 201, Essex County, New Jersey","nj","140","00","ACSSF","0002136",,,,,"34","013",,,,"020100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013020100",,,"10483156","112425",1626,16,1610,0.98,99.02
"34013020200","Census Tract 202","Census Tract 202, Essex County, New Jersey","nj","140","00","ACSSF","0002137",,,,,"34","013",,,,"020200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013020200",,,"2201918","1319",1394,16,1378,1.15,98.85
"34013020300","Census Tract 203","Census Tract 203, Essex County, New Jersey","nj","140","00","ACSSF","0002138",,,,,"34","013",,,,"020300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013020300",,,"2356725","3972",1447,180,1267,12.44,87.56
"34013020400","Census Tract 204","Census Tract 204, Essex County, New Jersey","nj","140","00","ACSSF","0002139",,,,,"34","013",,,,"020400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013020400",,,"6426454","52034",1385,0,1385,0,100
"34013020500","Census Tract 205","Census Tract 205, Essex County, New Jersey","nj","140","00","ACSSF","0002140",,,,,"34","013",,,,"020500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34013020500",,,"6729903","2288",2096,64,2032,3.05,96.95
